"Title","Authors","PublicationName","AlternateName","Abstract","Url","AuthorAddress","Year","DOI","ReferenceType","Keywords","PdfRelativePath","CustomId"
"Participant acceptability of digital footprint data collection strategies: an exemplar approach to participant engagement and involvement in the alspac birth cohort study","Shiells, K. And Di Cara, N. And Skatova, A. And Davis, O.s.p. And Haworth, C.m.a. And Skinner, A.l. And Thomas, R. And Tanner, A.r. And Macleod, J. And Timpson, N.j. And Boyd, A.","International Journal Of Population Data Science","","Introduction digital footprint records - the tracks and traces amassed by individuals as a result of their interactions with the internet, digital devices and services - can provide ecologically valid data on individual behaviours. These could enhance longitudinal population study databanks;  but few uk longitudinal studies are attempting this. When using novel sources of data, study managers must engage with participants in order to develop ethical data processing frameworks that facilitate data sharing whilst safeguarding participant interests. Objectives this paper aims to summarise the participant involvement approach used by the alspac birth cohort study to inform the development of a framework for using linked participant digital footprint data, and provide an exemplar for other data linkage infrastructures. Methods the paper synthesises five qualitative forms of inquiry. Thematic analysis was used to code transcripts for common themes in relation to conditions associated with the acceptability of sharing digital footprint data for longitudinal research. Results we identified six themes: participant understanding;  sensitivity of location data;  concerns for third parties;  clarity on data granularity;  mechanisms of data sharing and consent;  and trustworthiness of the organisation. For cohort members to consider the sharing of digital footprint data acceptable, they require information about the value, validity and risks;  control over sharing elements of the data they consider sensitive;  appropriate mechanisms to authorise or object to their records being used;  and trust in the organisation. Conclusion realising the potential for using digital footprint records within longitudinal research will be subject to ensuring that this use of personal data is acceptable;  and that rigorously controlled population data science benefiting the public good is distinguishable from the misuse and lack of personal control of similar data within other settings. Participant co-development informs the ethical-governance framework for these novel linkages in a manner which is acceptable and does not undermine the role of the trusted data custodian. © the authors.","","","2020","10.23889/ijpds.v5i3.1728","","","scopus-2-s2.0-85128392043.pdf","scopus-2-s2.0-85128392043"
"Where are the scientific standards for high-quality replication studies?","Fiedler, Klaus","Psychologische Rundschau","","There is wide consensus that replication affords an important instrument for identifying valid findings and solid research approaches. However, if replication research serves a major scientific function, then it must be evaluated in terms of strict methodological rules and clearly articulated scientific criteria. A critical analysis of contemporary replication projects-such as the recently published report by the open science collaboration-reveals, however, that no logically sound methodology for state-of-the art replication research has been developed and applied so far. As a consequence, the validity of inferences drawn from many replication studies remains equivocal. Four aspects of this fundamental problem are discussed: uncertainty about the objective of replication (replicandum);  neglect of specific methodological problems (regressiveness;  reliability;  change measurement);  one-sided focus on the avoidance of allegedly expensive ""false-positives"" in the absence of any serious attempt to run a cost-benefit analysis;  and the sorely neglected goal of implementing excellent replication research that leads to new insights and genuine scientific progress. (Psycinfo database record (c) 2021 apa, all rights reserved) abstract (german) es gibt einen breiten konsens, dass replikation ein wichtiges instrument ist, um valide befunde und solide forschung zu erkennen. Wenn sie aber wissenschaftlich bedeutsam ist, dann muss auch die replikationsforschung an strengen methodischen regeln und an klar artikulierten wissenschaftlichen zielen gemessen werden. Eine kritische beschaftigung mit der aktuellen replikationsforschung-etwa im jungst veroffentlichten bericht der open science collaboration-zeigt jedoch, dass eine strenge und forschungslogisch begrundete methodologie fur replikationsstudien bislang weder angewandt noch entwickelt wurde. Infolgedessen bleibt die validitat der schlusse, die aus replikationsstudien gezogen werden durfen, oftmals unklar. Dieses grundlegende problem wird hier unter vier gesichtspunkten diskutiert: unklarheit des gegenstandes der replikation (replicandum), vernachlassigung einschlagiger methodischer probleme (regressivitat;  reliabilitat der veranderungsmessung), einseitige vermeidung von angeblich kostentrachtigen falsch-positiven"" ohne versuch einer systematischen kosten-nutzen-messung sowie das vernachlassigte ziel, replikationsforschung so zu implementieren, dass sie echte erkenntnisfortschritte bringt und als exzellente forschung anerkannt werden kann. (Psycinfo database record (c) 2021 apa, all rights reserved)","","","2018","10.1026/0033-3042/a000388","","","psychinfo-2018-01295-004.pdf","psychinfo-2018-01295-004"
"Accelerating drug development for Alzheimer's disease through the use of data standards","Neville J., Kopko S., Romero K., Corrigan B., Stafford B., LeRoy E., Broadbent S., Cisneroz M., Wilson E., Reiman E., Vanderstichele H., Arneric S. P., Stephenson D.","Alzheimer's & Dementia : Translational Research & Clinical Interventions","","INTRODUCTION: The exceedingly high rate of failed trials in Alzheimer's disease (AD) calls for immediate attention to improve efficiencies and learning from past ongoing and future trials. Accurate highly rigorous standardized data are at the core of meaningful scientific research. Data standards allow for proper integration of clinical data sets and represent the essential foundation for regulatory endorsement of drug development tools. Such tools increase the potential for success and accuracy of trial results. METHODS: The development of the Clinical Data Interchange Standards Consortium (CDISC) AD therapeutic area data standard was a comprehensive collaborative effort by CDISC and Coalition Against Major Diseases a consortium of the Critical Path Institute. Clinical concepts for AD and mild cognitive impairment were defined and a data standards user guide was created from various sources of input including data dictionaries used in AD clinical trials and observational studies. RESULTS: A comprehensive collection of AD-specific clinical data standards consisting of clinical outcome measures leading candidate genes and cerebrospinal fluid and imaging biomarkers was developed. The AD version 2.0 (V2.0) Therapeutic Area User Guide was developed by diverse experts working with data scientists across multiple consortia through a comprehensive review and revision process. The AD CDISC standard is a publicly available resource to facilitate widespread use and implementation. DISCUSSION: The AD CDISC V2.0 data standard serves as a platform to catalyze reproducible research data integration and efficiencies in clinical trials. It allows for the mapping and integration of available data and provides a foundation for future studies data sharing and long-term registries in AD. The availability of consensus data standards for AD has the potential to facilitate clinical trial initiation and increase sharing and aggregation of data across observational studies and among clinical trials thereby improving our understanding of disease progression and treatment.","","","2017","10.1016/j.trci.2017.03.006","","","pubmed-29067333.pdf","pubmed-29067333"
"Perspectives regarding privacy in clinical research among research professionals from the arab region: an exploratory qualitative study","Adarmouch, L. And Felaefel, M. And Wachbroit, R. And Silverman, H.","Bmc Medical Ethics","","Background: protecting the privacy of research participants is widely recognized as one of the standard ethical requirements for clinical research. It is unknown, however, how research professionals regard concepts of privacy as well as the situations in the research setting that require privacy protections. The aim of this study was to explore the views of research professionals from arab countries regarding concepts and scope of privacy that occur in clinical research. Methods: we adopted an exploratory qualitative approach by the use of focus group discussions. We recruited individuals involved in research from egypt and morocco. We analyzed focus group data via a constant comparison approach, which consisted of close reading of the transcribed interviews followed by coding and then determining themes and subthemes. Results: between august 2016 and july 2018, we conducted nine focus group discussions. Respondents discussed several privacy issues that occurred before the research began (e.g., recruitment practices);  during research (e.g., data collection and physical exams), and after the research (e.g., secondary use of data and data sharing). Respondents revealed their perspectives of patients towards privacy in the clinical and research settings and mentioned that patients are more likely to permit access to their privacy in the clinical setting compared with research setting due to the existence of benefits and trust in clinical care. Respondents also recommended training regarding data protections for individuals involved in research. Conclusions: our study shows that research professionals discussed a range of privacy issues that are present during the different stages of research. We recommend 1) development of standards regarding privacy protections during recruitment efforts;  2) additional training for individuals involved in research regarding best practices with data security in secondary research;  3) a quantitative study involving investigators and rec members to determine their knowledge, attitudes and practices regarding privacy issues that occur in research;  and 4) a quantitative study involving patients to elicit their views regarding their privacy concerns in research. © 2020 the author(s).","","","2020","10.1186/s12910-020-0456-9","","","scopus-2-s2.0-85083412191.pdf","scopus-2-s2.0-85083412191"
"The impact of changing norms on creativity in psychological science","Wai, J. And Halpern, D.f.","Perspectives On Psychological Science","","The open science or credibility revolution has divided psychologists on whether and how the “policy” change of preregistration and similar requirements will affect the quality and creativity of future research. We provide a brief history of how norms have rapidly changed and how news and social media are beginning to “disrupt” academic science. We note a variety of benefits, including more confidence in research findings, but there are possible costs as well, including a reduction in the number of studies conducted because of an increased workload required by new policies. We begin to craft a study to evaluate the short- and long-term impacts of these changing norms on creativity in psychological science, run into some possible roadblocks, and hope others will build on this idea. This policy change can be evaluated in the short term but will ultimately need to be evaluated decades from now. Long-term evaluations are rare, yet this is the ultimate measure of creative scientific advance. Our conclusion supports the goals and procedures for creating a more open science. © 2018, the author(s) 2018.","","","2018","10.1177/1745691618773326","","","scopus-2-s2.0-85049892031.pdf","scopus-2-s2.0-85049892031"
"Quality of reporting for randomised clinical trials published in latin american and spanish journals: a protocol for a systematic survey of three clinical specialities","Bachelet, V.c. And Carrasco, V.a. And Bravo-Córdova, F. And Díaz, R.a. And Lizana, F.j. And Meza-Ducaud, N. And Pardo-Hernandez, H. And Uribe, F.a. And Vergara, A.f. And Villanueva, J. And Navarrete, M.s.","Bmj Open","","Introduction: quality of reporting refers to how published articles communicate how the research was done and what was found. Gaps and imprecisions of reporting hamper the assessment of the methodological quality and internal and external validity. The consolidated standards of reporting trials (consort) are a set of evidence-based recommendations of the minimum elements to be included in the reporting of randomised controlled trials (rcts) to ensure a complete and transparent account of what was done, how it was done and what was found. Few studies have been conducted on the impact of consort on rcts published in latin american and spanish journals. We aim to assess the reporting quality of rcts of three clinical specialities published in spanish and latin american journals, as well as to assess changes over time and associations of quality with journal and country indicators. Methods and analysis: we will conduct a systematic survey of all rcts published in spanish-language journals in three clinical fields (dentistry, neurology and geriatrics) from 1990 to 2018. We will include rcts from previous work that has identified all rcts on these medical fields published in spain and latin america. We will update this work via handsearching of relevant journals. Assessment of quality of reporting will be conducted independently and in duplicate using the consort 2010 statement. We will also extract journal and country indicators. We will conduct descriptive statistics and secondary analyses considering the year, country, and journal of publication, among others. Ethics and dissemination: the universidad de santiago de chile's ethics committee approved the protocol. We will disseminate the results of this work in peer-reviewed scientific journals and conference proceedings. We expect to raise awareness among researchers, journal editors and funders on the importance of training in reporting guidelines and using them from the inception of rct protocols. © author(s) (or their employer(s)) 2020. Re-use permitted under cc by-nc. No commercial re-use. See rights and permissions. Published by bmj.","","","2020","10.1136/bmjopen-2019-036148","","","scopus-2-s2.0-85086792110.pdf","scopus-2-s2.0-85086792110"
"Espacomp medication adherence reporting guideline (emerge)","De Geest, S. And Zullig, L.l. And Dunbar-Jacob, J. And Helmy, R. And Hughes, D.a. And Wilson, I.b. And Vrijens, B.","Annals Of Internal Medicine","","Research on assessing or managing medication adherence applies approaches from observational, interventional, and implementation science that spans many disciplines and demands coherent conceptualization, valid methods, appropriate analyses, and complete and accurate reporting. To ensure such reporting, the european society for patient adherence, compliance, and persistence (espacomp) medication adherence reporting guideline (emerge) recommends standard reporting approaches based on an accepted taxonomy. This guideline is derived from a literature review, a reactive delphi study with 26 medication adherence experts from many countries and disciplines, and feedback from espacomp members. It is designed to supplement existing guidelines for health research reporting and is structured around 4 minimum reporting criteria and 17 items reflecting best reporting practice. By enhancing and harmonizing research reporting, emerge aims to advance research and, ultimately, patient outcomes. © 2018 american college of physicians.","","","2018","10.7326/m18-0543","","","scopus-2-s2.0-85049756982.pdf","scopus-2-s2.0-85049756982"
"Comparison & magnitude credibility: whom to trust when reports are conflicting?","Zhou, S. And Zhang, H. And Shen, B.","Open Communication Journal","","This study used the concepts of comparison credibility and magnitude credibility to assess perceived news media credibility in china. It also investigated which sources people trusted more when they encountered conflicting reports regarding different kinds of stories including entertainment news, disaster news and political news. A random sample from three major metropolises (n = 1,844) were telephone interviewed. Results indicated that television was perceived as the most trustworthy. Regardless of the type of stories, people trusted national chinese media over other media outlets. Implications on credibility research are discussed. © zhou et al.;  Licensee bentham open.","","","2014","10.2174/1874916x01408010001","","","scopus-2-s2.0-84928717222.pdf","scopus-2-s2.0-84928717222"
"Measurements of alveolar bone height at tooth and implant abutments on intraoral radiographs. A comparison of reproducibility of Eggen technique utilized with and without a bite impression","Larheim T. A., Eggen S.","Journal of Clinical Periodontology","","A short review of various radiographic methods for quantitation of marginal bone changes is given. With the method suggested by Eggen (1973) alveolar bone heights on intraoral paralleling radiographs of tooth and implant abutments could be determined directly in ""true' values. A calibrated measuring film (increments adjusted in accordance with the approximately constant magnification) was utilized with a magnifying (x 2) viewer. The reproducibility of this direct method was tested with and without a bite impression and found to be high. The use of an impression did not seem to have any significant influence on the reproducibility of the method when measuring bone heights at teeth. However regarding bone height measurements at implants the impression seemed to bring about a small but significant improvement. The main source of error seemed to be the recognition of the reference points in the alveolar bone. The discussion of available quantitation principles indicated that radiographic bone height should be evaluated in absolute values in clinical studies of comparative nature. The present method seems to be suitable for comparative clinical examinations of alveolar bone height at teeth and implants.","","","1982","10.1111/j.1600-051x.1982.tb02058.x","","","medline-7047578.pdf","medline-7047578"
"Method for Data Quality Assessment of Synthetic Industrial Data","Iantovics L. B., Enachescu C.","Sensors","","Sometimes it is difficult or even impossible to acquire real data from sensors and machines that must be used in research. Such examples are the modern industrial platforms that frequently are reticent to share data. In such situations the only option is to work with synthetic data obtained by simulation. Regarding simulated data a limitation could consist in the fact that the data are not appropriate for research based on poor quality or limited quantity. In such cases the design of algorithms that are tested on that data does not give credible results. For avoiding such situations we consider that mathematically grounded data-quality assessments should be designed according to the specific type of problem that must be solved. In this paper we approach a multivariate type of prediction whose results finally can be used for binary classification. We propose the use of a mathematically grounded data-quality assessment which includes among other things the analysis of predictive power of independent variables used for prediction. We present the assumptions that should be passed by the synthetic data. Different threshold values are established by a human assessor. In the case of research data if all the assumptions pass then we can consider that the data are appropriate for research and can be applied by even using other methods for solving the same type of problem. The applied method finally delivers a classification table on which can be applied any indicators of performed classification quality such as sensitivity specificity accuracy F1 score area under curve (AUC) receiver operating characteristics (ROC) true skill statistics (TSS) and Kappa coefficient. These indicators' values offer the possibility of comparison of the results obtained by applying the considered method with results of any other method applied for solving the same type of problem. For evaluation and validation purposes we performed an experimental case study on a novel synthetic dataset provided by the well-known UCI data repository.","","","2022","10.3390/s22041608","","","medline-35214509.pdf","medline-35214509"
"How to improve the study design of clinical trials in internal medicine: recent advances in the evidence-based methodology","Lund H., Bala M., Blaine C., Brunnhuber K., Robinson K. A.","Polish Archives Of Internal Medicine","","Meta-research has highlighted that up to half of all clinical studies may be redundant and do not add any value. We suggest that such unnecessary studies will continue to be prepared and published unless researchers systematically and transparently identify and consider the existing evidence. This approach of identifying and utilizing the existing knowledge base before and after conducting a new trial is called Evidence-Based Research (EBR) defined as the use of prior research in a systematic and transparent way to inform a new study so that it is answering questions that matter in a valid efficient and accessible manner. This paper describes the issues that have led to the development of the EBR approach suggests what researchers should do to avoid wasteful and unnecessary research and outlines the benefits of conducting evidence-based research. Finally we present the international EBR Network established to support the efforts to minimize waste in research and increase the value of clinical studies.","","","2021","10.20452/pamw.16076","","","medline-34590450.pdf","medline-34590450"
