"","Threshold","Utility","Specificity","Sensitivity","Precision","F1","Balanced.Accuracy","Chosen"
"56",0.56,0.763775907745052,0.953623188405797,0.725806451612903,0.875486381322957,0.793650793650794,0.83971482000935,0
"57",0.57,0.75619448340346,0.956521739130435,0.716129032258065,0.880952380952381,0.790035587188612,0.83632538569425,0
"58",0.58,0.748371513168147,0.957971014492754,0.706451612903226,0.883064516129032,0.78494623655914,0.83221131369799,0
"59",0.59,0.730037400654511,0.960869565217391,0.683870967741935,0.887029288702929,0.772313296903461,0.822370266479663,0
"60",0.6,0.719767804269908,0.963768115942029,0.670967741935484,0.892703862660944,0.766114180478821,0.817367928938756,0
"61",0.61,0.711703288140876,0.963768115942029,0.661290322580645,0.891304347826087,0.759259259259259,0.812529219261337,0
"62",0.62,0.698745519713262,0.966666666666667,0.645161290322581,0.896860986547085,0.75046904315197,0.805913978494624,0
"63",0.63,0.69385226741468,0.969565217391304,0.638709677419355,0.904109589041096,0.748582230623818,0.80413744740533,0
"64",0.64,0.680411407199626,0.969565217391304,0.62258064516129,0.901869158878505,0.736641221374046,0.796072931276297,0
"65",0.65,0.675518154901044,0.972463768115942,0.616129032258064,0.90952380952381,0.734615384615385,0.794296400187003,0
"66",0.66,0.664765466729001,0.972463768115942,0.603225806451613,0.907766990291262,0.724806201550388,0.787844787283777,0
"67",0.67,0.651566152407667,0.973913043478261,0.587096774193548,0.91,0.713725490196078,0.780504908835905,0
"68",0.68,0.643501636278635,0.973913043478261,0.57741935483871,0.908629441624365,0.706114398422091,0.775666199158485,0
"69",0.69,0.62737260402057,0.973913043478261,0.558064516129032,0.905759162303665,0.69061876247505,0.765988779803647,0
"70",0.7,0.619308087891538,0.973913043478261,0.548387096774194,0.904255319148936,0.682730923694779,0.761150070126227,0
"71",0.71,0.595114539504441,0.973913043478261,0.519354838709677,0.899441340782123,0.658486707566462,0.746633941093969,0
"72",0.72,0.58997974131214,0.97536231884058,0.512903225806452,0.903409090909091,0.654320987654321,0.744132772323516,0
"73",0.73,0.579468599033816,0.976811594202899,0.5,0.906432748538012,0.644490644490645,0.738405797101449,0
"74",0.74,0.561134486520181,0.979710144927536,0.47741935483871,0.91358024691358,0.627118644067797,0.728564749883123,0
"75",0.75,0.553069970391148,0.979710144927536,0.467741935483871,0.911949685534591,0.618336886993603,0.723726040205704,0
"76",0.76,0.542800374006545,0.982608695652174,0.454838709677419,0.92156862745098,0.609071274298056,0.718723702664797,0
"77",0.77,0.532047685834502,0.982608695652174,0.441935483870968,0.919463087248322,0.596949891067538,0.712272089761571,0
"78",0.78,0.513713573320866,0.985507246376812,0.419354838709677,0.928571428571429,0.577777777777778,0.702431042543245,0
"79",0.79,0.497584541062802,0.985507246376812,0.4,0.925373134328358,0.558558558558559,0.692753623188406,0
"80",0.8,0.484385226741468,0.98695652173913,0.383870967741935,0.9296875,0.54337899543379,0.685413744740533,0
"81",0.81,0.479250428549166,0.988405797101449,0.37741935483871,0.936,0.537931034482759,0.682912575970079,0
"82",0.82,0.452368708119059,0.988405797101449,0.345161290322581,0.930434782608696,0.503529411764706,0.666783543712015,0
"83",0.83,0.431829515349852,0.994202898550725,0.319354838709677,0.961165048543689,0.479418886198547,0.656778868630201,0
"84",0.84,0.410324139005766,0.994202898550725,0.293548387096774,0.957894736842105,0.449382716049383,0.643875642823749,0
"85",0.85,0.394195106747701,0.994202898550725,0.274193548387097,0.955056179775281,0.426065162907268,0.634198223468911,0
"86",0.86,0.380995792426367,0.995652173913044,0.258064516129032,0.963855421686747,0.407124681933842,0.626858345021038,0
"87",0.87,0.356802244039271,0.995652173913044,0.229032258064516,0.959459459459459,0.369791666666667,0.61234221598878,0
"88",0.88,0.340914757674926,0.997101449275362,0.209677419354839,0.970149253731343,0.344827586206897,0.603389434315101,0
"89",0.89,0.311344865201808,0.997101449275362,0.174193548387097,0.964285714285714,0.295081967213115,0.58564749883123,0
"90",0.9,0.295457378837463,0.998550724637681,0.154838709677419,0.979591836734694,0.267409470752089,0.57669471715755,0
"91",0.91,0.273952002493377,0.998550724637681,0.129032258064516,0.975609756097561,0.227920227920228,0.563791491351099,0
"92",0.92,0.25,1,0.1,1,0.181818181818182,0.55,0
"93",0.93,0.233870967741935,1,0.0806451612903226,1,0.149253731343284,0.540322580645161,0
"94",0.94,0.21505376344086,1,0.0580645161290323,1,0.109756097560976,0.529032258064516,0
"95",0.95,0.204301075268817,1,0.0451612903225806,1,0.0864197530864197,0.52258064516129,0
"96",0.96,0.185483870967742,1,0.0225806451612903,1,0.0441640378548896,0.511290322580645,0
"97",0.97,0.172043010752688,1,0.00645161290322581,1,0.0128205128205128,0.503225806451613,0
"98",0.98,0.169354838709677,1,0.0032258064516129,1,0.00643086816720257,0.501612903225806,0
"99",0.99,0.166666666666667,1,0,NA,NA,0.5,0
"100",1,0.166666666666667,1,0,NA,NA,0.5,0
Confusion Matrix and Statistics

          Reference
Prediction TRUE FALSE
     TRUE   295   188
     FALSE   15   502
                                          
               Accuracy : 0.797           
                 95% CI : (0.7707, 0.8215)
    No Information Rate : 0.69            
    P-Value [Acc > NIR] : 1.904e-14       
                                          
                  Kappa : 0.5887          
                                          
 Mcnemar's Test P-Value : < 2.2e-16       
                                          
            Sensitivity : 0.9516          
            Specificity : 0.7275          
         Pos Pred Value : 0.6108          
         Neg Pred Value : 0.9710          
             Prevalence : 0.3100          
         Detection Rate : 0.2950          
   Detection Prevalence : 0.4830          
      Balanced Accuracy : 0.8396          
                                          
       'Positive' Class : TRUE            
                                          
